@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'@VodafoneUK Whats going on with your network Reports everywhere complaining, signal on/off/no data yet your site reports nothing on checker',internet
'@sammimarsh1 @VodafoneUK Yes!!! In and out',other
'RT @spsmith136: @VodafoneUK #network #issues why had #Vodafone not addressed the current issues!!! #NoService. Unable to make or receive ca…',internet
'@VodafoneUK not got service on my phone, I’m assuming network issues daughter has service she’s next to me😳😤!!!',internet
'@NicMcTwaty @VodafoneUK same. Not had any coverage from London to Essex for last hour.',network
'@VodafoneUK Whats going on with the signal in London?',signal
'@VodafoneUK network has been down all night, constantly says ‘searching’ is there an issue?',internet
'@VodafoneUK pathetic service. Stuck on hold for almost an hour. Pathetic',customer_service
'@VodafoneUK my phone has lost network signal for over an hour? On hold to customer services...what is going on????',internet
'@VodafoneUK any particular reason I have no service?',customer_service
'What’s going on @VodafoneUK Is this a network issue “no signal” or is there something else wrong with my phone that you claim is “fine”?',internet
'@VodafoneUK No signal for the last 2 hours, Bournemouth. Any issues in the area? Thanks!',customer_service
'@VodafoneUK is there a problem with service in Manchester/Salford area as I am experiencing No Service and No 4G 😫',customer_service
'@VodafoneUK is the worst ffs...paying all this money on business contract for rubbish 4G...gonna switch bruh',financial
'@matthewbates99 @Vodacom @Apple Do you mean @VodafoneUK by any chance and not the African service?',customer_service
'Anyone else got no @VodafoneUK signal????',signal
'@VodafoneUK signal outage here, you aware? ETA for a fix? Kinda important...',signal
'@VodafoneIN #Vodafone @vodafoneNZ @VodafoneUK @VodafoneAU @VodafoneQatar @VodafoneUKhelp @VodafoneGhana @Vodacom  A… https://t.co/BrNEc5iG71',other
'@VodafoneUK Christopher is all I can remember',other
'@tweeky_2 @VodafoneUK Not even got 4g. Seen a message saying expecting service back at 8',customer_service
'@Hallam999 @NicMcTwaty @VodafoneUK See Vodafone costing u even more money now 🤣',financial
'RT @NicMcTwaty: @Hallam999 @rox_1990 @VodafoneUK 😂😂😂na she definitely has ....now go buy her some shoes',sales
'@NicMcTwaty @VodafoneUK I know right! It’s frustrating to say the least. I don’t know why I’m not affected, am prob… https://t.co/q9eJ6rDJbW',other
'@tweeky_2 @VodafoneUK Wtf 😳i can texted but im on wifi it literally says no service I’ll have no phone in a minute its going out the window',internet
'@VodafoneUK have you signal issues tonight?',customer_service
'Anyone else with @vodafoneUK got no signal?',signal
'@VodafoneUK are you aware of any network issues, no signal at all on 2 different phones.',internet
'RT @tweeky_2: @VodafoneUK I don’t understand how I’m able to use phone network but my friend sat next to me, same phone &amp; network, unable t…',internet
'RT @rox_1990: @VodafoneUK whats wrong with the network. My mobile_data isnt working. No registered network for calls n my Vodafone Wi-Fi…',internet
'@VodafoneUK I don’t understand how I’m able to use phone network but my friend sat next to me, same phone &amp; network, unable to use!',internet
'RT @rox_1990: @VodafoneUK whats wrong with the network. My mobile_data isnt working. No registered network for calls n my Vodafone Wi-Fi…',internet
'@VodafoneUK why is there no signal on my phone?',signal
'@VodafoneUK Nah they cut me off, they are charging for a phone that does not exist, bunch of scam artists',phone_services
'@VodafoneUK no 4g whats going on?',other
'Will the Google Pixel 2XL be available to preorder soon? @VodafoneUK',other
'@VodafoneUK At 7pm. When my new phone gets delivered tomorrow. When I’m trying to cook tea and get my baby to bed. Yeah sure 🙄',phone_services
'I’ve had no service since 6pm. @VodafoneUK what’s happening in South London is it only me?Trying to contact support,been on hold for 40mins+',customer_service
'Hi @VodafoneU Just wondering how I give you my 30 day notice?',other
'Yet another day with no @VodafoneUK reception - standard!! But today, I can’t ring voicemail either! £62 per month down the drain!',other
'Hey, @VodafoneUK. No signal in London for the past hour. Pull your finger out, lads. Got texts to send.',signal
'@VodafoneUK Having a lot of signal issues this past half hour, is there something going on?',customer_service
'@VodafoneUK have you any network issues South Yorkshire area I have no network at all 😭',internet
'@VodafoneUK are you down in the south west',other
'RT @NicMcTwaty: Anyone else on @VodafoneUK got no service',customer_service
'@VodafoneUK WHY AM I GETTING NO SERVICE',customer_service
'@Phil9616 @VodafoneUK See https://t.co/hkZIvL9d1C',other
'Anyone else on @VodafoneUK with “No Service”? Mine dropped out about half an hour ago.',customer_service
'@NicMcTwaty @rox_1990 @VodafoneUK I take it back. No service',customer_service
'Is anyone else having issues with their @VodafoneUK signal? #Vodafone #NoSignal',customer_service
'@fluffyskg @VodafoneUK Ooh nooo! Glad im not the only one!',other
'@VodafoneUK is there a network problem? No reception for me in Sheffield for last hour or so...',internet
'@rox_1990 @NicMcTwaty @VodafoneUK is yours back on yet?! I’ve got Vodafone back up but no signal!',signal
'@VodafoneUK Wont take incoming calls, wont make outgoing calls, wont go online, pretty pissed off considering its f… https://t.co/d2uplyBhwG',internet
'@MPD_Online You say, ‘I will try to get this raised’ I think the correct wording is ‘I will promptly get this resolved’ 😂 @VodafoneUK',internet
'@VodafoneUK to pay to have it corrected because its damaged despite being in near  pristine condition. Quality c… https://t.co/DtaSHBRDZs',other
'@TVRav @sharonodea @O2 @EE @VodafoneUK Ive never paid more than £5 a day in the US and Im always on my phone',phone_services
'@VodafoneUK Ready? I picked mine up on Friday!',other
'@VodafoneUK why does it take over 1 hour 30 mins to speak to an advisor at your Indian call centre? Atrocious customer service😡😡😡',customer_service
'Not the best start to being a @VodafoneUK broadband customer, waited in all day for an engineer to not show up...',customer_service
'@VodafoneUK FYI that sent after leaving Waterloo, rubbish!',other
'So according to @VodafoneUK being without a phone for 7 weeks, after their cock ups is totally fine &amp; worthy of the line rental! #joke',signal
'@vodafoneuk insurance truly is atrocious. Nearing 3 weeks with no phone. Supposedly fixed it but didnt and wont replace it. Awful.',phone_services
'@adidasoriginals @UmbroUK @VodafoneUK 2002-03 Season  Sponsor (@VodafoneUK )Brand (@Nike ) https://t.co/ljaFWXHTzw',other
'Looking forward to getting my shiny new phone tomorrow @VodafoneUK 👌👌 https://t.co/CgNcGpLsJN',phone_services
'Im in need of two kick ass contracts for wifey and me. Must be an iPhone, min 3gb each a month - go. @EE   @VodafoneUK @ThreeUK',financial
'@VodafoneUK Thankfully after a whole day of getting no where I spoke to a fantastic member of staff who sorted ever… https://t.co/JqBBSBGucp',other
'@VodafoneUK Pay £15/month insurance and you ‘might’ be able to provide a loan phone while mine’s repaired..5 working days. Can’t be right!😡',phone_services
'@VodafoneUK So went on line to have live chat and told they cant put it back on seems very bad seeing I have been… https://t.co/V2uP88cwg4',signal
'It seems @VodafoneUK are as useless as ever. Ive now been on hold to retentions for over an hour, will be billing for my time #Vodafone',financial
'@VodafoneUK 36 minutes on the phone before your colleague Utkarsha decided she couldnt be bothered any more and hu… https://t.co/UzwhV4lIpm',phone_services
'This has been going on since 5th October. Today I got this. @VodafoneUK at its finest. https://t.co/0PSe24QLPu',other
'@VodafoneUK Even to port from one state to another they are askin minimum top up of Rs445.Stop looting indians.Before it wasnt there',other
'@VodafoneUK customer service is shit!',customer_service
'I have, but still no response @VodafoneUK https://t.co/Cp3AcgvHAd',other
'@VodafoneUK Wasnt my upgrade it was trying to solve the Samsung VR issue and being put through to 4 agents and still not resolving it',customer_service
'Vodafone have increased the cost of my contract on the sly without telling me. Care to explain u cunts @VodafoneUK ???',financial
'PARTNER: **Northern Ireland readers** @VodafoneUK offers Stormont solutions for digital government. Full report:… https://t.co/WgXQ1gyF1J',other
'@VodafoneUK Wow wish i checked here before placing an upgrade order. So all talkmobile upgrades go thru vodafone, m… https://t.co/rRL481WBzH',phone_services
'@VodafoneUK why isnt 4g working its been days now!',other
'@Ankaman616 @VodafoneUK You could maybe spell Vodafone right buddy! Sorry, old habits from working for them 😂',other
'@VodafoneUK Having spoken to 4 different persons no closer to getting my order. Shocking. Had a kuch better regard… https://t.co/LTihmbY887',other
'@VodafoneUK Ive raised a case this morning if we get no where with it Ill be in touch',other
'@VodafoneUK not the most useful company even when your paying an expensive phone bill..... Just leave you with a broken phone #stress',financial
'@VodafoneUK Check fu',other
'@VodafoneUK taking ownership or trying to help. Being made to feel like I am the one at fault. I am absolutely APPALLED!',other
'@CowanDeecowan @VodafoneUK I need to upgrade my phone - such terrible service is going to lose my custom.',customer_service
'@VodafoneUK are you going to stock the LG v30?',other
'@VodafoneUK Have heard that about 5 times now',other
'@VodafoneUK I doubt it - I’ve been trying all morning',other
'@SamGould5 @VodafoneUK No! I’ve had a text confirming my monthly payment is due and the balance on the app has changed! 😕',other
'@VodafoneUK OMG UNLOCK MY PHONE!!!! Im trying to leave your network and its impossible!!!! My contract is over!!!!',internet
'Stunning speeds on @VodafoneUK in Porthcurno Cornwall. Legacy Cable &amp; Wireless infrastructure being exploited. No s… https://t.co/7wqN1uI0bR',other
'@mohammed__usman @Ghayyur_Mirza @VodafoneUK @VodafoneGroup @Ofcom I feel your pain , they are useless , stole doubl… https://t.co/ePdWtq3Ek3',other
'@VodafoneUK customer service is appalling, miss selling deals!',customer_service
'@Vodacom @vodafone @VodafoneUK @vodafonecom @vodafone 25 live chats 10 phone calls and 4 months of problems and offered £10 off. You suck🖕🖕🖕',phone_services
'@VodafoneUK Not a happy bunny just found out my family and friends have stopped which Ive had from the start 😱time to change network',internet
'@VodafoneUK Address my price plan',financial
'Dread upgrading my phone and plan on the @VodafoneUK website...never loads. Grrrrrr.',phone_services
'@VodafoneUK Sent my phone for repair, your service wanted to charge me for it even though its a factory defect. Cl… https://t.co/VHkkdqGTvM',customer_service
'@EE @VodafoneUK @ThreeUKSupport who has a decent calls &amp; txts over wifi app that works with simfree mobiles now @O2 scapped #Tugo',internet
'Why does @VodafoneUK internet always go on and off? I cant wait to move networks https://t.co/TpT1qoZbim',internet
'@xemma_____ @VodafoneUK This is just on my phone and its all the time its all fine then suddenly no more internet… https://t.co/Upwd9YqI2y',internet
'The future is exciting, ready? @VodafoneUK @FT https://t.co/EkDFPDqS9q',other
'Hey @VodafoneUK  had a call from this number 0808 000 0122 asking for my pin and date of birth?? Very rude guy!! Is this spam?',other
'@VodafoneUK are a total shambles, liars and completely incompetent I’d rather use carrier pigeons than renew my contact with them next time',other
'The customer service @VodafoneUK is terrible!!! And to top it off I can’t even leave without having to pay over £300 😠',customer_service
'@Benjilee53 @VodafoneUK I have Vodafone broadband and it’s so shit, I literally wanna fight it',mobile_data
'@VodafoneUK Expecting a call back this afternoon so I shall see. Very disappointed so far 😔',other
'.@VodafoneUK has the worst customer service for disconnections. 2.5 hours after chat and calls to cancel. Agents unclear &amp; badly trained.',customer_service
'RT @PublicTech: PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report: https://t.co/m5F…',other
'I can upgrade my @VodafoneUK contract this week but thinking of leaving to get a better deal!',financial
'RT @CSWnews: PARTNER: @VodafoneUK has identified 5 trends that will drive digital government. Download the full report: https://t.co/Vt3JAV…',other
'Todays Daily Mail advertisers include: @gladstonebrooke @FidelityUKPR @Bupa @virginmedia @newsworks_uk… https://t.co/IUgombjBYZ',other
'@VodafoneUK time to call up and leave! What’s the number to cancel with your company',other
'Are you going to respond? @VodafoneUK https://t.co/oWqZe3fR6z',other
'@VodafoneUK Just called vodafone cust svs, said wait time was 10mins. Waited for 22mins and then gave up. Rubbish cust svs from vodafone!!!',other
'@VodafoneUK Last time this happened I literally had to talk to the CEO to get anything sorted. Feel he may be getting another email...',other
'Never ever get a phone with @VodafoneUK!!',phone_services
'@vodafone @theresa_may @VodafoneUK @Ofcom @BBCNews @lynbrownmp @SkyNews what has #Ofcom done about all those custom… https://t.co/JNDm5CI3qN',other
'@VodafoneUK Its not about a data cap its about keeping account holder informed. £97 of unexpected charges this month!',financial
'Still on phone! @VodafoneUK sort it out!!',phone_services
'@VodafoneUK They were very rude when I went in. Only pleasant when I went to buy it. Vodafone =we dont care if we sell rubbish phones.',phone_services
'RT @CouncillorTudor: I wonder what it would take to get a phone signal between Bristol and Birmingham, @VodafoneUK ? A contract? No, have o…',signal
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'@VodafoneUK My complaints properly ,I have called umpteen times from the 02/10/17 and I am still being lied to, I a… https://t.co/xcdvyZztqw',customer_service
'@VodafoneUK your online chat is useless, passed between these two for 35 mins now ? Trying to make a complaint and… https://t.co/ZzosqrXNiC',internet
'@VodafoneUK is the worst company ever! What’s the free number? Want to cancel my contract',financial
'@VodafoneUK I think my inner fangirl just caused me to make a weird shrieking noise.',other
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'@VodafoneUK Broadband is working because I emailed a @VodafoneUK director. Not one of the agents I spoke to before… https://t.co/9JQJl6lriv',mobile_data
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'@DPD_UK @VodafoneUK 2 weeks of no internet, 1 requested redelivery, 1 missed Sat delivery (which I was told didnt… https://t.co/t37fgf5xWS',internet
'@VodafoneUK Really shocked and disappointed with the customer service at Vodafone today',customer_service
'RT @StopFundingHate: Todays Sun advertisers include: @Plusnet @bt_uk @TalkTalk @TUIGroup @virginmedia @VodafoneUK @Debenhams @SkyUK @Smart…',internet
'@VodafoneUK 4 days waiting and your dogshit network has delivered replacement handset to wrong address',internet
'@VodafoneIN #Vodafone @vodafoneNZ @VodafoneUK @VodafoneAU @VodafoneQatar @VodafoneUKhelp @VodafoneGhana @Vodacom  U… https://t.co/KNcLTEsGsB',other
'@VodafoneUK I have 3gb WiFi included in my plan &amp; it says on your website to choose Virgin Media WiFi and choose vo… https://t.co/0PFjGcEqKU',internet
'@VodafoneUK Fantastic service after Spotify issues and straight through to a human person !',customer_service
'@VodafoneUK Behave',other
'@amymc83 @SamsungMobile @VodafoneUK Speak to Matt in 2083',phone_services
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/yl8eR8d11e',phone_services
'@VodafoneUK @VodafoneUK  I don’t know what you expect me to do because I can’t phone anyone so why are you asking me to phone a number',phone_services
'@VodafoneUK I dont trust anyone at Vodafone to do the right thing any more. Sign up with this company at your peri… https://t.co/h4xN7jQtnK',other
'@VodafoneUK Then charged me £800 for the privilege and messed up my Credit Rating 🤔',financial
'RT @Patriot__Games: Well done @VodafoneUk #broadand. I haven“t seen speeds this shit since the turn of the century! Luckíly my cooldown per…',other
'@VodafoneUK cant wait til I can change network! 20 mins and no signal. Good job Ive got Wi-Fi #timeforO2',internet
'@VodafoneUK Id sign up for this straight away, alas you cant even get a signal into West Suffolk',signal
'@VodafoneUK Its been weeks! Been with Vodafone well over 10yrs but the signal is awful now in Derbyshire 😔',signal
'Another fine example of @VodafoneUK support,nobody seems to have a clue and I still dont have my phone :(',phone_services
'@VodafoneUK any reason to why my 4G hardly works? Last few days it’s been very inconsistent',other
'@VodafoneUK - you seriously need to upgrade the live chat technology. How can a 0 min increase by the minute? Now n… https://t.co/R74KIjQhIA',other
'@ladylittler @local_labour @HightownVillage @VodafoneUK @Bill_Esterson So sad I pay £50 month for crap speeds crapp… https://t.co/owlFiXarI7',financial
'@VodafoneUK Thanks Colleen, waiting for a call-back now but its been a while... The automated payment line 56 677… https://t.co/S9rntFa83J',signal
'G8 ad @VodafoneUK ! #womeninscience #futuregen https://t.co/wn7d2QEFgE',other
'OMG! @VodafoneUK #Basingstoke fibre broadband getting worse by the minute! Please sort the RG24 9TH area https://t.co/zGnFchukQ6',mobile_data
'@VodafoneUK We are really unimpressed with the provision of services. Being billed for wifi weve been waiting 6 we… https://t.co/aR4JhKcJ0V',internet
'@VodafoneUK Well having spoke to three members of the Vodafone team, apparently not, despite this being as a result of your mistake',other
'@VodafoneUK Still need help! Was told to DM to then be told that I was being sent a text w/ a code for safety but h… https://t.co/XxEuFHGjLs',other
'@VodafoneUK The live chat that conveniently isnt working? @VodafoneUK what customer service do u actually provid… https://t.co/YfGjDDCjUZ',customer_service
'@MDocCars @VodafoneUK *cough* #GiffGaff *cough*',other
'@RowletMan @VodafoneUK 😠',other
'@VodafoneUK @VodafoneUK any comment?',other
'@VodafoneUK Train doesn’t have Wi-fi',other
'@VodafoneUK Tomorrow is not good enough! 3 weeks paying for a service I am not receiving will have me badmouthing y… https://t.co/NgP2ub4s8J',customer_service
'RT @MSR_78: @VodafoneUK cant wait til I can change network! 20 mins and no signal. Good job Ive got Wi-Fi #timeforO2',internet
'@VodafoneUK Still no further',other
'@VodafoneUK Done that already.. Router not reaponding and no lights on at all... Exactly the same when we had the last outage',internet
'@VodafoneUK there is pretty much no data coverage on the whole train journey from Manchester to Hull. Sort it out #unhappycustomer',customer_service
'on hold50 mins waiting for someone at @VodafoneUK to pick up so far.  3rd day of trying #joke',other
'RT @TheAWSmith: Turns out there is a company worse than @Se_Railway -its @VodafoneUK Cant run a bath never mind a mobile network #zerocus…',internet
'#Exclusive £50 Amazon Gift Card 👊 If you purchase the 8GB for £17 p/m Red Extra SIMO Plan @VodafoneUK… https://t.co/Cew1eC3BVS',phone_services
'@VodafoneUK £36 per month samsung s8 8gb data unltd min/txts - @O2 can you beat this?',phone_services
'Hi @VodafoneUK how come your email says one thing and my account says another?! So much for no increase in monthly… https://t.co/TTtVvrksgl',other
'@VodafoneUK On a scale on 1-10 on customer service you are definitely-100!!! You set of money grabbers!! Your CEO has a lot to answer for!!!',customer_service
'@VodafoneUK Ive spent hours the last two weeks trying to get Vodas help why would you be any different? Absolutely the worst company ever!',other
'@VodafoneUK I am still unable to call using my PAYG sim. Could someone pleaase get back to me? Ironically unable to… https://t.co/J2Wx6ZFyrZ',phone_services
'@VodafoneUK Ive got 2 use my 30mins a week I get 2 speak 2 my family whilst Im serving my country 2 call you as your CS is so bad! 👊🏼👊🏼',other
'@VodafoneUK The store has the phone and I tried to pick it up yesterday but DPD wouldnt release it without the account holders permission',phone_services
'@VodafoneUK CPW confirmed they cant help. Can u confirm if u can change my plan so that Im paying no more but get… https://t.co/ulwDzXUaKC',other
'@VodafoneUK sort your custom met services out. 45 minutes on hold to cancel all my contracts. USELESS.',customer_service
'@VodafoneUK just come all the way to your store after being told I could go sim only on this date, to now be told no.What a waste of my time',phone_services
'@VodafoneUK Hi Coleen. On the 18th Oct I received a confirmation email from Vodafone about receiving my on line form. And do you unlock it?',signal
'@VodafoneUK There is no coverage in Waunfawr LL55 4 area since 12pm Sat afternoon 21/10/17. When will it be restored please?',network
'@JennyTFitz @VodafoneUK HOW is your Vodafone saga still not over???!!! That’s insane.',other
'@VodafoneUK Supposedly. Its gone to the regional manager. Heard nothing yet.',other
'@EE @theresa_may @MartinSLewis @bbc5live @BBCNews @BorisJohnson @EE @VodafoneUK@O2 @ThreeUKSupport @tescomobile… https://t.co/SacArvt8JU',phone_services
'@VodafoneIN #Vodafone @vodafoneNZ @VodafoneUK @VodafoneAU @VodafoneQatar @VodafoneUKhelp @VodafoneGhana @Vodacom th… https://t.co/ZoswZEEiQ5',other
'@VodafoneUK Hello, some signal would be nice :-) Also, I was supposed to be credited £60odd pounds a few months ago… https://t.co/DXmexV61eV',signal
'@VodafoneUK Who do I need to talk about getting my iPhone 5s unlocked from the vodafone network?',internet
'RT @kevinpaterson_: Just had this voicemail from @VodafoneUK greaaaaat customer service 🙃👍🏻 https://t.co/1t4LStYFdX',customer_service
'RT @NiallPettitt: Currently being let down by @VodafoneUK @VodafoneUKhelp https://t.co/AufD2DhEul',other
'@VodafoneUK Not at all happy. Store say Im entitled to compensation! I just want my phone repaired!!',phone_services
'@VodafoneUK I now have to wait until I get back from holiday before I get it repaired. Then will have to wait a fur… https://t.co/8cCR82BS7l',other
'@VodafoneUK Nothing works one way or another I want it sorted pls',other
'@VodafoneUK Like most mobile tariffs, well to expensive for the service you get. Just plain old RIP OFF! ☹',customer_service
'@VodafoneUK This https://t.co/yF8NrJwDnb',other
'@tibetanlost @Blazespage @VodafoneUK Same here tho via Plusnet Tho my phone spends a lot of time on window ledgesI… https://t.co/SD5LAup9hy',internet
'@VodafoneUK The only misunderstanding is #Vodafone hasnt spotted it has an enormous #PR #fail on its hands &amp; will… https://t.co/wxZGToN2br',other
'@VodafoneUK If youve registered your phone as damaged, a replacement should be available especially if it takes 5… https://t.co/xMEdEM1P9p',phone_services
'RT @ChristianUncut: @VodafoneUK You do read the newspapers dont you, you do know the Citizens Advice Bureau has outed #Vodafone for a nati…',other
'@kellyormesher @VodafoneUK Wow shocking behaviour glad i left them years ago been with #o2  ever since not had one problem since changing',other
'@VodafoneUK You do read the newspapers dont you, you do know the Citizens Advice Bureau has outed #Vodafone for a… https://t.co/ysWQt0Bi25',other
'@VodafoneUK 😰 hope I don’t have to wait 2 more hours tomorrow',other
'@VodafoneUK I think well all be seeing Vodafone in court before that happens',other
'@weeanniebananni @VodafoneUK All I wanted was a cheap fifty quid payg Tried twenty times and it wouldnt get throug… https://t.co/Oy2Io2hUuA',other
'@VodafoneUK It says the number you have dialled has been restricted @VodafoneUK',other
'RT @VodafoneUK: Huge 20GB data, unltd mins &amp; texts with data-packed SIMs. The future is exciting. Ready? https://t.co/QXuq6MPzq8',phone_services
'@VodafoneUK Disconnections team in Staffordshire',other
'RT @VodafoneUK: Buy MobiWire Kwanita. Roll over data, mins &amp; texts. The future is exciting. Ready? https://t.co/NctTrPRNv6',sales
'@jodiestephensx3 @VodafoneUK Dinny jodie😖🤚🏻I am fuming 😡😤x',other
'Check out my @Speedtest result! How fast is your internet? https://t.co/g8zqlToi2i #Romania @VodafoneUK',internet
'@VodafoneUK Overcharged called on Friday should have been resolved and call back Saturday - no contact get in touch… https://t.co/fUe6aIa691',financial
'@VodafoneUK Fault with phone and tablet phone wouldn’t work for over a week so technically under 30 days - shocking customer service',customer_service
'@vodafonuksucks @VodafoneUK  https://t.co/K0coy53rsN',other
'@VodafoneUK worst customer service 😤',customer_service
'@VodafoneUK Why spam me? I dont do business with tax evading scum',other
'@VodafoneUK I don’t understand what I’ve been charged an extra £4.65 for?? https://t.co/bPoLwm5NMq',financial
'@VodafoneUK So let me get this straight.  There’s work in 4 days so I can’t make any calls now  even though it says I should be able to',other
'RT @kevinpaterson_: Just had this voicemail from @VodafoneUK greaaaaat customer service 🙃👍🏻 https://t.co/1t4LStYFdX',customer_service
'@VodafoneUK @VodafoneUK  it does it with everyone',other
'@business @technology We work with @ncsc @Leonardo_Sec @VodafoneUK @ArmourComms @CryptifyCall @SQRSystems @serbusgroup @O2',other
'@VodafoneUK the worst mobile phone company out there! You leave and they won’t unlock the phone you’ve paid them for! Never again',phone_services
'@O2 @BoomJonesy yeah just a shame when I went to upgrade they couldnt offer me what @VodafoneUK were offering, off… https://t.co/SPWVEbpNw5',other
'@VodafoneUK I just want to know why my new contract has gone up in less than a month. Ill reopen another conversat… https://t.co/xPg1NFsJSQ',financial
'RT @Ethical_Corp: .@VodafoneUK aims to connect 50m women to mobile in emerging markets through local initiatives #srceu',phone_services
'Turns out there is a company worse than @Se_Railway -its @VodafoneUK Cant run a bath never mind a mobile network #zerocustomersatisfaction',internet
'OOOH&gt;&gt;&gt; CAN THEY MAKE IT AN HOUR OF WAITING with no answer at all!!!! @VodafoneUKhelp @VodafoneUK .. YES! And the crowd have gone mad...',other
'@myhermes and @VodafoneUK are the 2 worst companies to deal with. Are they in cahoots?',other
'@VodafoneUK They have been saying this for the last week and yet Im still getting phone calls offering me discounts...',phone_services
'@VodafoneUK I don’t have Vodafone broadband, my internet is slow on my phone',internet
'@VodafoneUK No one in :( https://t.co/i7RoTl6dhK',other
'@VodafoneUK @VodafoneUKhelp',other
'@VodafoneUK whys my 70mbs less than half these days? https://t.co/U9PXX99vXs',other
'@VodafoneUK anyone using the new Europe free roaming with Vodafone and got better than edge downloads',phone_services
'@Blazespage @JaniceChalmers @VodafoneUK Just get one off a pal,',other
'@VodafoneUK Unsurprisingly, cancellation of contract. After 25 years as a customer Ive had enough.',customer_service
'@vodafoneuk  #PS4share https://t.co/DpeL06nZk8',other
'RT @Blazespage: Blinking heck...been almost an hour trying to buy a phone at @VodafoneUK Still no luck...what a nightmare of a web page.',phone_services
'@VodafoneUK It’s not my broadband. It’s my 3G/4g on my mobile. Can make calls etc. Can’t use internet',internet
'@VodafoneUK Do you have an update on this @VodafoneUK?',other
'Anyone on @VodafoneUK having issues with their internet connection??',internet
'@VodafoneUK Do you really think people have nothing better to do than wait you to answer a phone or online chat!! #delusional',internet
'@VodafoneUK NO CHANCE, IM OUT TO A.N.OTHER ASAP, PAYING FOR WHATS ALREADY PAID FOR IS NOTHING BUT A RIPOFF 3 YEAR… https://t.co/fnGidsBf3D',other
'@Unknown14459105 @VodafoneUK No need to swear...you’re probably just a troll as your profile suggests...',other
'@mohammed__usman @VodafoneUK @VodafoneGroup @Ofcom I left O2 considering @VodafoneUK will be the best but its worst… https://t.co/9uocaOfWTi',other
'@VodafoneUK 2hrs waiting on the phone 30 minutes waiting on chat and still no answer - do you think this is acceptable???',phone_services
'@kellyormesher @VodafoneUK OMG Voda are the absolute pits! I feel for you. Abysmal for me - twice.',other
'@jayne_bailey @VodafoneUK Use the DPD card left to rearrange delivery then just sign for it',other
'@VodafoneIN @vodafoneUk Hi, problem is same only इन्तजार करो इन्तजार करो',other
'.@VodafoneUK Despite being told twice that my problem has been escalated, each time I have been told to wait 48hrs. #appallingservice 2/2',customer_service
'@VodafoneUK same story everytime, wasnt pushed through correctly last time! Its a shame your new system is as goo… https://t.co/5fKiqqGDmA',other
'@VodafoneUK Vodafone really is one of the most inept and inefficient companies to deal with. @VodafoneUK @VodafoneGroup @Ofcom',other
'@VodafoneUK I need the savings team Jo. But theyre only accessed through your cancellation department I believe.',other
'@VodafoneUK https://t.co/fzzh06HQaL',other
'@VodafoneUK yes on hold yet again!!',other
'@VodafoneUK Not really fair to disturb her holiday though is it?',other
'@VodafoneUK Is this what you call customer service!!!!!😡😡',customer_service
'@VodafoneUK 😂 I didnt think u would but #WorthATry he was very helpful 👍',other
'@VodafoneUK Pac code to be provided as on hold 2 hrs isnt acceptable trying at the same time on chat and also on hold again now for ten mins',other
'@VodafoneUK Trust me I am still waiting and also on chat waiting for my PAC!',other
'@VodafoneUK That was a waste of time nothing about leaving all about joining',other
'@VodafoneUK Its in her name but we have separate numbers. We upgraded my phone on Thursday but she has now gone on holiday for 2 wks',phone_services
'@VodafoneUK Now 70 minutes - this is totally unacceptable 5 minutes more then not going to pay the bill guaranteed… https://t.co/dWTepSLi1r',financial
'@Apple @VodafoneUKhelp @VodafoneUK -I paid £49 for this phone case from you a month ago and it’s falling apart alre… https://t.co/CNk6LoY4Sd',phone_services
'@VodafoneUK is there an issue with the 4G network in Wembley. #Datadown',internet
'@VodafoneUK they have de activated my SIM card because I am in Germany, and I can’t re activate it in any stores ou… https://t.co/eZUq0jy8eR',phone_services
'@VodafoneUK Perhaps Ill drop Vittorio Colao an email about the poor service!',customer_service
'@VodafoneUK That’s what we are trying to do and not getting anywhere! Still waiting for a manager to call me as you… https://t.co/zWHmD81tmh',other
'@VodafoneUK Waiting 70 mins is not busy its just poor customer service😕',customer_service
'@VodafoneUK Can I email you a telephone number for you to call on as he is getting nowhere and I am currently writi… https://t.co/VD1xoD1vr0',phone_services
'@VodafoneUK You have disabled his business account!!!',other
'@VodafoneUK If you send me an email address I can tell you as I am not giving my number out on here!',other
'@VodafoneUK I have direct messaged',other
'@VodafoneUK any news on network problems in L84tx. Thanks',internet
